Label,mean,std
2.0,1.679476985980837,0.7047437627903753
4.0,0.3670192015718709,1.0687653365605212
5.0,2.2862028806719965,2.216628858293523
7.0,1.6914512433873443,0.9826530385779343
8.0,1.259944918518738,1.0511046100367993
10.0,0.8512078747907139,0.7281108049668876
11.0,1.195334417226024,1.1373964385416009
12.0,1.8113336711279278,1.8323428790731773
13.0,2.5223038264398436,2.050109792784631
14.0,0.6914900880622334,0.9675400303238314
15.0,2.5963125229364423,1.9014782828051071
16.0,2.0795855485117927,1.1469353237471736
17.0,1.584043010820662,1.3871595395018144
18.0,1.309357755484359,0.9670531486260624
24.0,1.3360907510398057,1.352255276867322
26.0,1.2118021523043125,1.0120863777295928
28.0,2.4655564750366525,1.9347467203164068
41.0,1.6570379257021703,0.682713796863761
43.0,0.55632927416233,0.7782453594857601
46.0,1.6276775200549962,0.9623358970583996
47.0,1.5068844294535497,1.1278456810091404
49.0,2.85335532773929,0.9476298144652261
50.0,0.9412325492423209,0.9692308131894358
51.0,1.4082639061398792,0.9078606042269808
52.0,1.962792037435958,1.782799542420719
53.0,2.1803014430422114,2.0184304311098384
54.0,2.880446670827747,2.2845546765524207
58.0,1.1041189944548957,1.7911090156382827
60.0,0.7314002133453043,1.1384135897135692
1001.0,1.46270385154571,0.6499789661856616
1002.0,1.7104578679438525,0.6398250809412434
1003.0,2.1514280276805624,1.6471589623257614
1005.0,1.6452561704120976,0.7844082967835722
1006.0,1.5824662664413827,0.8345555751675411
1007.0,1.524639390507356,0.8149013129219718
1008.0,1.6773961420553265,0.7524886733314462
1009.0,1.5535295357159036,0.8854344537400518
1010.0,1.5482787386162757,0.7298382136401543
1011.0,1.5462616335454065,0.7672599299988213
1012.0,1.5969924353923117,0.7061130105077105
1013.0,1.5867530841532638,0.8098800707326759
1014.0,1.3479428663303115,0.632437385770147
1015.0,1.575886604136005,0.7483009685343063
1016.0,1.5487972317609253,0.8299663940519046
1017.0,2.31457327681651,1.2169602560045436
1018.0,1.5988808834529364,0.8521611305345138
1019.0,1.5049346578954386,0.6267736023800101
1020.0,1.895906610469209,1.0492122381335176
1021.0,1.666973613780292,1.0007111020464396
1022.0,1.895261884480961,0.8847773159043779
1023.0,1.5978425317083202,0.7493644393709317
1024.0,2.6328735416832547,1.687295952824975
1025.0,1.6282418374696594,0.706671038648565
1026.0,1.6113436345795213,0.5188226697987217
1027.0,1.8176078041988595,0.8201434308326719
1028.0,2.3918847090375377,1.4367393529010963
1029.0,1.7362420458819094,0.7627070264733816
1030.0,1.6189011395276618,0.6877674319832432
1031.0,1.5281363467333495,0.8835699316249672
1032.0,1.5399039097887974,0.6335544400192904
1033.0,1.5495749795148752,0.8227267281681854
1034.0,1.495953646412488,0.7918371772727355
1035.0,1.7327699669170549,1.1184397794921708
2001.0,1.9240108243781626,0.9200724374871848
2002.0,1.3627444300361724,0.7215282590001746
2003.0,1.7265612187052064,0.8076837780009294
2005.0,1.5288518232715216,0.7815829188183684
2006.0,1.5472773548898233,0.8028026599282164
2007.0,1.6078189299459322,1.0207221776154156
2008.0,1.695217315862312,0.8238875205580891
2009.0,1.5926111036824018,0.8135124259608999
2010.0,1.3262398522129617,0.7161870821353181
2011.0,1.5195037361731034,0.7849205533484689
2012.0,1.5803260748274768,0.8710949073970248
2013.0,1.535068149074223,0.8711139198384853
2014.0,1.5668669105001085,0.7409771347991793
2015.0,1.6006783042822095,0.7234620815892093
2016.0,1.4941026873245473,0.7310757429061301
2017.0,2.5895261233177584,1.700877663983686
2018.0,1.5523592003007953,0.7464468831353438
2019.0,1.6479539858957482,0.7158780215930449
2020.0,1.5663546920821556,0.7118664163695118
2021.0,1.3868460818516055,0.8298313651648733
2022.0,2.121001964968172,1.3159169170691192
2023.0,1.6078931959183114,0.7997445324764636
2024.0,2.4812550978732393,1.615979257688524
2025.0,1.6568947455428036,0.7348536421785125
2026.0,1.784902502880615,0.5395379229594984
2027.0,1.6758415452796152,0.7580436343268989
2028.0,2.242246939823892,1.3796332992814517
2029.0,1.6409265501018706,0.7811312971003453
2030.0,1.6996199959146612,0.7970643539365452
2031.0,1.8808137913697263,1.0679069905986556
2032.0,1.4583437439770965,0.5223135766184728
2033.0,1.5862143063018457,0.7134531769688277
2034.0,1.6402736282755843,0.8083909501095218
2035.0,1.4998355705183264,0.7031828524200685
